ID;Statut (Possédé / Recherche / Non possédé);Nom de l'Édition;Catégorie;Année;Pays / Région;Éditeur;Image / Visuel Boîte;État;Prix d'achat (€);Valeur estimée (€);Emplacement / Rangement;Description & Pions;Notes personnelles
mono-monopoly-allstate-main-street-edition-1;Non possédé;Monopoly Allstate main street Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Allstate main street Edition éditée par Hasbro.;
mono-monopoly-alpaca-opoly;Non possédé;Monopoly Alpaca-opoly;Variantes & Règles Spéciales;2009;Monde;Hasbro;images/box_mono-monopoly-alpaca-opoly.jpg;;;;;Édition Monopoly Alpaca-opoly éditée par Hasbro.;
mono-region-alsace;Non possédé;Monopoly Alsace;Villes & Régions (France);2003;France;Winning Moves;images/mono-region-alsace.jpg;;;;;Château du Haut-Kœnigsbourg, Route des Vins, Colmar, Riquewihr et maisons à colombages.;
mono-monopoly-alsace-edition;Non possédé;Monopoly Alsace Edition;Variantes & Règles Spéciales;2002;Monde;Hasbro;images/box_mono-monopoly-alsace-edition.jpg;;;;;Édition Monopoly Alsace Edition éditée par Hasbro.;
mono-monopoly-alton-towers-edition;Non possédé;Monopoly Alton Towers Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-alton-towers-edition.jpg;;;;;Édition Monopoly Alton Towers Edition éditée par Hasbro.;
mono-monopoly-al-s-edition;Non possédé;Monopoly Alès Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-al-s-edition.png;;;;;Édition Monopoly Alès Edition éditée par Hasbro.;
mono-monopoly-amarillo-opoly;Non possédé;Monopoly Amarillo-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-amarillo-opoly.jpg;;;;;Édition Monopoly Amarillo-opoly éditée par Hasbro.;
mono-monopoly-america-special-edition;Non possédé;Monopoly America Special Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-america-special-edition.jpg;;;;;Édition Monopoly America Special Edition éditée par Hasbro.;
mono-monopoly-america-s-national-parks-edition;Non possédé;Monopoly America's National Parks Edition;Variantes & Règles Spéciales;2005;USA;USAopoly / The Op;images/box_mono-monopoly-america-s-national-parks-edition.jpg;;;;;Édition Monopoly America's National Parks Edition éditée par USAopoly / The Op.;
mono-monopoly-america-opoly;Non possédé;Monopoly America-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-america-opoly.jpg;;;;;Édition Monopoly America-opoly éditée par Hasbro.;
mono-monopoly-american-chopper-edition;Non possédé;Monopoly American Chopper Edition;Éditions Spéciales & Thématiques;2010;USA;Hasbro;images/box_mono-monopoly-american-chopper-edition.jpg;;;;;Édition Monopoly American Chopper Edition éditée par Hasbro.;
mono-monopoly-american-express-funds-edition;Non possédé;Monopoly American Express Funds Edition;Variantes & Règles Spéciales;2010;USA;Hasbro;images/box_mono-monopoly-american-express-funds-edition.jpg;;;;;Édition Monopoly American Express Funds Edition éditée par Hasbro.;
mono-monopoly-american-version-edition;Non possédé;Monopoly American Version Edition;Éditions Spéciales & Thématiques;2010;USA;Hasbro;images/box_mono-monopoly-american-version-edition.jpg;;;;;Édition Monopoly American Version Edition éditée par Hasbro.;
mono-monopoly-american-edition;Non possédé;Monopoly American edition;Éditions Spéciales & Thématiques;2010;USA;Hasbro;;;;;;Édition Monopoly American edition éditée par Hasbro.;
mono-monopoly-amherst-opoly;Non possédé;Monopoly Amherst-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Amherst-opoly éditée par Hasbro.;
mono-monopoly-amherstopoly;Non possédé;Monopoly Amherstopoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-amherstopoly.jpg;;;;;Édition Monopoly Amherstopoly éditée par Hasbro.;
mono-monopoly-ami-opoly;Non possédé;Monopoly Ami-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-ami-opoly.jpg;;;;;Édition Monopoly Ami-opoly éditée par Hasbro.;
mono-monopoly-amiens-edition;Non possédé;Monopoly Amiens Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-amiens-edition.jpg;;;;;Édition Monopoly Amiens Edition éditée par Hasbro.;
mono-city-amsterdam;Non possédé;Monopoly Amsterdam;Villes & Pays (Monde);2005;Pays-Bas;Hasbro;images/mono-city-amsterdam.jpg;;;;;Canaux d'Amsterdam, Place du Dam, Rijksmuseum, Maison d'Anne Frank, Quartier des musées.;
mono-monopoly-amsterdam-edition;Non possédé;Monopoly Amsterdam Edition;Villes & Pays (Monde);2010;Monde;Hasbro;images/box_mono-monopoly-amsterdam-edition.jpg;;;;;Édition Monopoly Amsterdam Edition éditée par Hasbro.;
mono-monopoly-amsterdam-edition-2001-release;Non possédé;Monopoly Amsterdam Edition (2001 release);Villes & Pays (Monde);2001;Monde;Hasbro;images/box_mono-monopoly-amsterdam-edition-2001-release.jpg;;;;;Édition Monopoly Amsterdam Edition (2001 release) éditée par Hasbro.;
mono-monopoly-angers-edition;Non possédé;Monopoly Angers Edition;Villes & Régions (France);2010;Monde;Hasbro;images/box_mono-monopoly-angers-edition.png;;;;;Édition Monopoly Angers Edition éditée par Hasbro.;
mono-monopoly-angry-birds-edition;Non possédé;Monopoly Angry Birds Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-angry-birds-edition.jpg;;;;;Édition Monopoly Angry Birds Edition éditée par Hasbro.;
mono-vg-animal-crossing;Non possédé;Monopoly Animal Crossing New Horizons;Jeux Vidéo;2021;Monde / France;Hasbro;images/mono-vg-animal-crossing.webp;;;;;Explorez des îles, attrapez des insectes et des poissons, vendez-les contre des Nook Miles pour gagner !;
mono-monopoly-animal-crossing-new-horizons-edition;Non possédé;Monopoly Animal Crossing: New Horizons Edition;Jeux Vidéo;2010;Monde;Hasbro;images/box_mono-monopoly-animal-crossing-new-horizons-edition.jpg;;;;;Édition Monopoly Animal Crossing: New Horizons Edition éditée par Hasbro.;
mono-monopoly-anti-monopoly-1;Non possédé;Monopoly Anti Monopoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Anti Monopoly éditée par Hasbro.;
mono-monopoly-anti-monopoly;Non possédé;Monopoly Anti-Monopoly;Variantes & Règles Spéciales;1974;Monde;Hasbro;images/box_mono-monopoly-anti-monopoly.png;;;;;Édition Monopoly Anti-Monopoly éditée par Hasbro.;
mono-monopoly-antwerp-edition;Non possédé;Monopoly Antwerp Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-antwerp-edition.jpg;;;;;Édition Monopoly Antwerp Edition éditée par Hasbro.;
mono-monopoly-app-banking;Non possédé;Monopoly App Banking;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-app-banking.jpg;;;;;Édition Monopoly App Banking éditée par Hasbro.;
mono-monopoly-arabic-edition;Non possédé;Monopoly Arabic Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-arabic-edition.jpg;;;;;Édition Monopoly Arabic Edition éditée par Hasbro.;
mono-vg-pacman;Non possédé;Monopoly Arcade Pac-Man;Jeux Vidéo;2020;Monde / France;Hasbro;;;;;;Mini borne d'arcade Pac-Man rétro interactive incluse pour jouer et enregistrer ses scores.;
mono-monopoly-argentina-edition;Non possédé;Monopoly Argentina Edition;Villes & Pays (Monde);2010;Monde;Hasbro;images/box_mono-monopoly-argentina-edition.jpg;;;;;Édition Monopoly Argentina Edition éditée par Hasbro.;
mono-monopoly-ariel-edition;Non possédé;Monopoly Ariel Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-ariel-edition.jpg;;;;;Édition Monopoly Ariel Edition éditée par Hasbro.;
mono-monopoly-arizona-edition;Non possédé;Monopoly Arizona Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-arizona-edition.jpg;;;;;Édition Monopoly Arizona Edition éditée par Hasbro.;
mono-monopoly-arlington-opoly;Non possédé;Monopoly Arlington-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Arlington-opoly éditée par Hasbro.;
mono-monopoly-arlingtonopoly;Non possédé;Monopoly Arlingtonopoly;Variantes & Règles Spéciales;2010;USA;Hasbro;images/box_mono-monopoly-arlingtonopoly.jpg;;;;;Édition Monopoly Arlingtonopoly éditée par Hasbro.;
mono-monopoly-arlon-edition;Non possédé;Monopoly Arlon Edition;Variantes & Règles Spéciales;2007;France;Hasbro;images/box_mono-monopoly-arlon-edition.jpg;;;;;Édition Monopoly Arlon Edition éditée par Hasbro.;
mono-monopoly-arsenal-farewell-to-highbury-edition;Non possédé;Monopoly Arsenal - Farewell to Highbury Edition;Variantes & Règles Spéciales;2005;Royaume-Uni;Winning Moves;images/box_mono-monopoly-arsenal-farewell-to-highbury-edition.jpg;;;;;Édition Monopoly Arsenal - Farewell to Highbury Edition éditée par Winning Moves.;
mono-monopoly-arsenal-edition;Non possédé;Monopoly Arsenal Edition;Marques & Sports;2010;Monde;Hasbro;;;;;;Édition Monopoly Arsenal Edition éditée par Hasbro.;
mono-monopoly-arsenal-f-c-edition;Non possédé;Monopoly Arsenal F.C. Edition;Variantes & Règles Spéciales;2011;Royaume-Uni;Winning Moves;images/box_mono-monopoly-arsenal-f-c-edition.jpg;;;;;Édition Monopoly Arsenal F.C. Edition éditée par Winning Moves.;
mono-monopoly-artful-tales;Non possédé;Monopoly Artful Tales;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Artful Tales éditée par Hasbro.;
mono-monopoly-article-of-the-month;Non possédé;Monopoly Article of the Month;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Article of the Month éditée par Hasbro.;
mono-monopoly-artopoly;Non possédé;Monopoly Artopoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-artopoly.jpg;;;;;Édition Monopoly Artopoly éditée par Hasbro.;
mono-vg-assassins-creed;Non possédé;Monopoly Assassin's Creed;Jeux Vidéo;2014;Monde / France;Winning Moves;images/mono-vg-assassins-creed.webp;;;;;Incarnez Altaïr, Ezio, Connor, Edward Kenway, Arno Dorian dans les villes historiques de la confrérie.;
mono-monopoly-assassin-s-creed-edition;Non possédé;Monopoly Assassin's Creed Edition;Jeux Vidéo;2010;Monde;Hasbro;images/box_mono-monopoly-assassin-s-creed-edition.png;;;;;Édition Monopoly Assassin's Creed Edition éditée par Hasbro.;
mono-monopoly-aston-villa-edition;Non possédé;Monopoly Aston Villa Edition;Éditions Spéciales & Thématiques;2009;Monde;Hasbro;images/box_mono-monopoly-aston-villa-edition.jpg;;;;;Édition Monopoly Aston Villa Edition éditée par Hasbro.;
mono-monopoly-astronomy-edition;Non possédé;Monopoly Astronomy Edition;Variantes & Règles Spéciales;2001;USA;USAopoly / The Op;images/box_mono-monopoly-astronomy-edition.jpg;;;;;Édition Monopoly Astronomy Edition éditée par USAopoly / The Op.;
mono-manga-asterix;Non possédé;Monopoly Astérix et Obélix;Anime & Manga;2019;France / Europe;Winning Moves;;;;;;Le Village Gaulois qui résiste à l'envahisseur, menhirs, sangliers, camp de Babaorum et potion magique.;
mono-monopoly-atlanta-braves-collector-s-edition;Non possédé;Monopoly Atlanta Braves Collector's Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-atlanta-braves-collector-s-edition.jpg;;;;;Édition Monopoly Atlanta Braves Collector's Edition éditée par Hasbro.;
mono-monopoly-auburn-university-opoly;Non possédé;Monopoly Auburn University-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Auburn University-opoly éditée par Hasbro.;
mono-monopoly-auburn-opoly;Non possédé;Monopoly Auburn-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-auburn-opoly.jpg;;;;;Édition Monopoly Auburn-opoly éditée par Hasbro.;
mono-monopoly-auburnopoly;Non possédé;Monopoly Auburnopoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Auburnopoly éditée par Hasbro.;
mono-monopoly-auction;Non possédé;Monopoly Auction;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Auction éditée par Hasbro.;
mono-monopoly-austin-opoly;Non possédé;Monopoly Austin-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-austin-opoly.jpg;;;;;Édition Monopoly Austin-opoly éditée par Hasbro.;
mono-monopoly-australia-edition;Non possédé;Monopoly Australia Edition;Villes & Pays (Monde);2010;Australie;Hasbro;;;;;;Édition Monopoly Australia Edition éditée par Hasbro.;
mono-monopoly-australia-edition-new;Non possédé;Monopoly Australia Edition (New);Villes & Pays (Monde);2010;Australie;Hasbro;;;;;;Édition Monopoly Australia Edition (New) éditée par Hasbro.;
mono-monopoly-australia-post;Non possédé;Monopoly Australia Post;Villes & Pays (Monde);2010;Australie;Hasbro;;;;;;Édition Monopoly Australia Post éditée par Hasbro.;
mono-monopoly-australia-post-edition;Non possédé;Monopoly Australia Post Edition;Villes & Pays (Monde);2010;Australie;Hasbro;images/box_mono-monopoly-australia-post-edition.jpg;;;;;Édition Monopoly Australia Post Edition éditée par Hasbro.;
mono-monopoly-australian-edition;Non possédé;Monopoly Australian Edition;Villes & Pays (Monde);2010;Australie;Hasbro;;;;;;Édition Monopoly Australian Edition éditée par Hasbro.;
mono-monopoly-australian-edition-old;Non possédé;Monopoly Australian Edition (Old);Variantes & Règles Spéciales;1996;Australie;Parker Brothers;images/box_mono-monopoly-australian-edition-old.jpg;;;;;Édition Monopoly Australian Edition (Old) éditée par Parker Brothers.;
mono-monopoly-australian-football-league;Non possédé;Monopoly Australian Football League;Marques & Sports;2010;Australie;Hasbro;;;;;;Édition Monopoly Australian Football League éditée par Hasbro.;
mono-monopoly-australian-football-league-edition;Non possédé;Monopoly Australian Football League Edition;Marques & Sports;2010;Australie;Hasbro;images/box_mono-monopoly-australian-football-league-edition.jpg;;;;;Édition Monopoly Australian Football League Edition éditée par Hasbro.;
mono-monopoly-australian-here-and-now-edition;Non possédé;Monopoly Australian Here and Now Edition;Villes & Pays (Monde);2010;Australie;Hasbro;images/box_mono-monopoly-australian-here-and-now-edition.jpg;;;;;Édition Monopoly Australian Here and Now Edition éditée par Hasbro.;
mono-monopoly-australian-rules-football-league;Non possédé;Monopoly Australian Rules Football League;Marques & Sports;2010;Australie;Hasbro;;;;;;Édition Monopoly Australian Rules Football League éditée par Hasbro.;
mono-monopoly-australian-rules-football-league-edition;Non possédé;Monopoly Australian Rules Football League Edition;Marques & Sports;2010;Australie;Hasbro;;;;;;Édition Monopoly Australian Rules Football League Edition éditée par Hasbro.;
mono-monopoly-australian-war-memorial;Non possédé;Monopoly Australian War Memorial;Villes & Pays (Monde);2010;Australie;Hasbro;;;;;;Édition Monopoly Australian War Memorial éditée par Hasbro.;
mono-region-auvergne;Non possédé;Monopoly Auvergne;Villes & Régions (France);2006;France;Winning Moves;;;;;;Parc naturel des Volcans d'Auvergne, Vulcania, Lac Pavin, Mont-Dore, Saint-Nectaire et Cantal.;
mono-monopoly-auvergne-edition;Non possédé;Monopoly Auvergne Edition;Villes & Régions (France);2010;Monde;Hasbro;images/box_mono-monopoly-auvergne-edition.jpg;;;;;Édition Monopoly Auvergne Edition éditée par Hasbro.;
mono-monopoly-aveyron-edition;Non possédé;Monopoly Aveyron Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-aveyron-edition.jpg;;;;;Édition Monopoly Aveyron Edition éditée par Hasbro.;
mono-monopoly-aviation-edition;Non possédé;Monopoly Aviation Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Aviation Edition éditée par Hasbro.;
mono-monopoly-avignon-edition;Non possédé;Monopoly Avignon Edition;Villes & Régions (France);2010;Monde;Hasbro;images/box_mono-monopoly-avignon-edition.png;;;;;Édition Monopoly Avignon Edition éditée par Hasbro.;
mono-monopoly-b-c-opoly;Non possédé;Monopoly B.C.opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-b-c-opoly.jpg;;;;;Édition Monopoly B.C.opoly éditée par Hasbro.;
mono-monopoly-bc-hydro-opoly;Non possédé;Monopoly BC Hydro opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly BC Hydro opoly éditée par Hasbro.;
mono-monopoly-bsa-100th-anniversary-edition;Non possédé;Monopoly BSA 100th Anniversary Edition;Classique & Anniversaire;2010;Monde;Hasbro;images/box_mono-monopoly-bsa-100th-anniversary-edition.jpg;;;;;Édition Monopoly BSA 100th Anniversary Edition éditée par Hasbro.;
mono-monopoly-back-to-the-future-edition;Non possédé;Monopoly Back To The Future Edition;Films & Séries;2010;Monde;Hasbro;;;;;;Édition Monopoly Back To The Future Edition éditée par Hasbro.;
mono-monopoly-back-to-the-future-trilogy-30th-anniversa;Non possédé;Monopoly Back to the Future Trilogy '30th Anniversary Edition’;Films & Séries;2010;Monde;Hasbro;;;;;;Édition Monopoly Back to the Future Trilogy '30th Anniversary Edition’ éditée par Hasbro.;
mono-monopoly-back-to-the-future-trilogy-30th-anniversa-1;Non possédé;Monopoly Back to the Future Trilogy 30th Anniversary Edition;Variantes & Règles Spéciales;2010;Monde;Hasbro;images/box_mono-monopoly-back-to-the-future-trilogy-30th-anniversa-1.jpg;;;;;Édition Monopoly Back to the Future Trilogy 30th Anniversary Edition éditée par Hasbro.;
mono-monopoly-back-to-the-future-trilogy-custom-edition;Non possédé;Monopoly Back to the Future Trilogy Custom Edition;Films & Séries;2010;Monde;Hasbro;;;;;;Édition Monopoly Back to the Future Trilogy Custom Edition éditée par Hasbro.;
mono-monopoly-bacon-opoly;Non possédé;Monopoly Bacon-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Bacon-opoly éditée par Hasbro.;
